"result","Text"
"HAM","The monthly amount is not that terrible and you will not pay anything till 6months after finishing school."
"HAM","Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove."
"HAM","If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear & best friends.. GOODEVENING Dear..:)"
"HAM","Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?"
"SPAM","Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ €œ"
"HAM","All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
"HAM","Ok lar... Joking wif u oni..."
"SPAM","Would you like to see my XXX pics they are so hot they were nearly banned in the uk!"
"HAM","Nah im goin 2 the wrks with j wot bout u?"
"HAM","Not really dude, have no friends i'm afraid :("
"HAM","K go and sleep well. Take rest:-)."
"HAM","A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
"HAM","Omg how did u know what I ate?"
"HAM","How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
"HAM","Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
"HAM","I just cooked a rather nice salmon a la you"
"SPAM","URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
"HAM","Mmmm ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*"
"SPAM","u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
"HAM","Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
"HAM","I got arrested for possession"
"HAM","Anything lor is she coming?"
"HAM","Yes its possible but dint try. Pls dont tell to any one k"
"HAM","Congrats kano..whr s the treat maga?"
"SPAM","FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
"HAM","Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
"HAM","Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)"
"HAM","Hasn't that been the pattern recently crap weekends?"
"SPAM","cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
"HAM","I was gonna ask you lol but i think its at 7"
"HAM","Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it."
"HAM","FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
"SPAM","U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
"HAM","Sorry, I can't text & drive coherently, see you in twenty"
"HAM","Send to someone else :-)"
"SPAM","UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
"HAM","Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/"
"HAM","somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite & sweet dreams"
"HAM","I'm done. C u there."
"HAM","Lol yeah at this point I guess not"
"SPAM","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone"
"HAM","Lol for real. She told my dad I have cancer"
"SPAM","URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
"HAM","They just talking thats it de. They wont any other."
"HAM","Probably a couple hours tops"
"HAM","hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx"
"HAM","Just finished. Missing you plenty"
"HAM","Carlos says we can pick up from him later so yeah we're set"
"HAM","Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
"HAM","Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
"HAM","Eh u send wrongly lar..."
"HAM","When u wana see it then"
"HAM","How would my ip address test that considering my computer isn't a minecraft server"
"HAM","Sorry that was my uncle. I.ll keep in touch"
"HAM","Probably earlier than that if the station's where I think it is"
"HAM","Yes.mum lookin strong:)"
"HAM","Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude"
"HAM","U horrible gal... U knew dat i was going out wif him yest n u still come n ask me..."
"HAM","Are you driving or training?"
"HAM","... we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon"
"HAM","Jay says that you're a double-faggot"
"SPAM","You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!"
"HAM","By the way, 'rencontre' is to meet again. Mountains dont...."
"HAM","We left already we at orchard now."
"HAM","How much it will cost approx . Per month."
"HAM","Cool, text me when you're parked"
"HAM","I can send you a pic if you like :)"
"HAM","Great. Have a safe trip. Dont panic surrender all."
"HAM","Enjoy urself tmr..."
"HAM","We are okay. Going to sleep now. Later"
"HAM","I accidentally brought em home in the box"
"HAM","I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him"
"HAM","IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx"
"HAM","Dear relieved of westonzoyland, all going to plan this end too!"
"HAM","Esplanade lor. Where else..."
"SPAM","Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"
"HAM","I cant pick the phone right now. Pls send a message"
"HAM","Haven't left yet so probably gonna be here til dinner"
"HAM","The greatest test of courage on earth is to bear defeat without losing heart....gn tc"
"HAM","No message..no responce..what happend?"
"HAM","Ok... Take ur time n enjoy ur dinner..."
"HAM","COME BACK TO TAMPA FFFFUUUUUUU"
"HAM","Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)"
"HAM","Can you say what happen"
"HAM","Mom wants to know where you at"
"HAM","Hey r u still online? I've finished the formatting..."
"HAM","That's cool he'll be here all night, lemme know when you're around"
"HAM","Velly good, yes please!"
"HAM","I have printed it oh. So  #  come upstairs"
"HAM","Awesome, lemme know whenever you're around"
"HAM","Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
"HAM","WOT STUDENT DISCOUNT CAN U GET ON BOOKS?"
"HAM","Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer."
"HAM","Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in..."
"HAM","ARE YOU IN TOWN? THIS IS V. IMPORTANT"
"HAM","I want to go to perumbavoor"
"SPAM","Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
"HAM","And popping # ibuprofens was no help."
"HAM","S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)"
"HAM","Can you open the door?"
"HAM","I HAVE A DATE ON SUNDAY WITH WILL!!"
"SPAM","As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062"
"HAM","Yo theres no class tmrw right?"
"HAM","How come?"
"HAM","When can u come out?"
"HAM","Shhhhh nobody is supposed to know!"
"SPAM","Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
"HAM","What happen dear. Why you silent. I am tensed"
"HAM","I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
"HAM","Wat's da model num of ur phone?"
"HAM","I luv u soo much u don’t understand how special u r 2 me ring u 2morrow luv u xxx"
"HAM","It's wylie, you in tampa or sarasota?"
"SPAM","todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award"
"HAM","LOL ... No just was busy"
"HAM","Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol"
"HAM","Feel like trying kadeem again? :V"
"HAM","Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
"HAM","Why do you ask princess?"
"HAM","Dunno da next show aft 6 is 850. Toa payoh got 650."
"HAM","What makes you most happy?"
"HAM","Dear are you angry i was busy dear"
"HAM","Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
"HAM","08714712388 between 10am-7pm Cost 10p"
"HAM","Dai what this da.. Can i send my resume to this id."
"HAM","Sir, i am waiting for your call, once free please call me."
"HAM","Busy here. Trying to finish for new year. I am looking forward to finally meeting you..."
"HAM","Not planned yet :)going to join company on jan 5 only.don know what will happen after that."
"HAM","NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!"
"HAM","Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx"
"SPAM","Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&"
"HAM","Total disappointment, when I texted you was the craziest stuff got :("
"HAM","That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?"
"HAM","Okay but i thought you were the expert"
"SPAM","Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a"
"HAM","Hahaha..use your brain dear"
"HAM","Hey... What time is your driving on fri? We go for evaluation on fri?"
"SPAM","You have 1 new voicemail. Please call 08719181513."
"HAM","Goodmorning sleeping ga."
"HAM","Ok lor... But buy wat?"
"HAM","Thank you princess! You are so sexy..."
"HAM","S da..al r above  #"
"HAM","I was just callin to say hi. Take care bruv!"
"HAM","If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
"HAM","Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails."
"HAM","Serious? What like proper tongued her"
"HAM","At 7 we will go ok na."
"HAM","How much is blackberry bold2 in nigeria."
"HAM","Dear we got  #  dollars hi hi"
"SPAM","URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
"HAM","Beauty sleep can help ur pimples too."
"HAM","It's that time of the week again, ryan"
"HAM","Why she wants to talk to me"
"HAM","I'm vivek:)i got call from your number."
"HAM","This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed"
"HAM","Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*"
"SPAM","I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)"
"HAM","Yeah we wouldn't leave for an hour at least, how's 4 sound?"
"HAM","This phone has the weirdest auto correct."
"HAM","How long does it take to get it."
"HAM","Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
"HAM","Not able to do anything."
"HAM","life alle mone,eppolum oru pole allalo"
"HAM","K k:) sms chat with me."
"HAM","Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering..."
"HAM","Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
"HAM","Ya even those cookies have jelly on them"
"HAM","Ok... I din get ur msg..."
"HAM","I get out of class in bsn in like  #  minutes, you know where advising is?"
"HAM","Can u all decide faster cos my sis going home liao.."
"HAM","There're some people by mu, I'm at the table by lambda"
"HAM","Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up"
"HAM","Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?"
"HAM","Yeah sure, give me a couple minutes to track down my wallet"
"HAM","Do you know when the result."
"HAM","I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me."
"HAM","No plans yet. What are you doing ?"
"HAM","Great! So what attracts you to the brothas?"
"HAM","How much u trying to get?"
"HAM","My exam is for february 4. Wish you a great day."
"HAM","It could work, we'll reach a consensus at the next meeting"
"HAM","Yes but i dont care! I need you bad, princess!"
"HAM","Rats. Hey did u ever vote for the next themes?"
"HAM","Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com"
"HAM","Nice talking to you! please dont forget my pix :) i want to see all of you..."
"HAM","ok....take care.umma to you too..."
"SPAM","Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!"
"HAM","Chk in ur belovd ms dict"
"SPAM","Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309."
"HAM","I just got home babe, are you still awake ?"
"HAM","Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
"HAM","You call him now ok i said call him"
"HAM","CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES"
"HAM","Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay."
"HAM","I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?"
"SPAM","Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
"HAM","You said to me before i went back to bed that you can't sleep for anything."
"HAM","Good words.... But words may leave u in dismay many times."
"HAM","Wishing you and your family Merry X mas and HAPPY NEW Year in advance.."
"HAM","So how are you really. What are you up to. How's the masters. And so on."
"HAM","Haha awesome, I've been to 4u a couple times. Who all's coming?"
"SPAM","New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
"SPAM","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days."
"HAM","If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number"
"SPAM","PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04"
"HAM","Ok lor."
"HAM","Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748"
"HAM","Haha get used to driving to usf man, I know a lot of stoners"
"SPAM","Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm"
"HAM","i want to grasp your pretty booty :)"
"HAM","Thats cool. I want to please you..."
"HAM","U need my presnts always bcz U cant mis love. jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
"HAM","V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)"
"HAM","Not sure I have the stomach for it ..."
"SPAM","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
"HAM","How much is torch in 9ja."
"HAM","Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u"
"HAM","Tell them no need to investigate about me anywhere."
"SPAM","Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030"
"HAM","Sure but since my parents will be working on Tuesday I don't really need a cover story"
"HAM","Hiya, probably coming home * weekend after next"
"SPAM","INTERFLORA - “It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow."
"HAM","Nobody can decide where to eat and dad wants Chinese"
"HAM","Dunno he jus say go lido. Same time 930."
"HAM","Nope, I'm still in the market"
"HAM","Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model."
"HAM","Its normally hot mail. Com you see!"
"HAM","Hey. You got any mail?"
"HAM","# %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  #  frnds in #  mins whn u read..."
"HAM","Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!"
"HAM","Yeah I can still give you a ride"
"HAM","Minimum walk is 3miles a day."
"SPAM","U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
"HAM","I got your back! Do you have any dislikes in bed?"
"HAM","Will purchase d stuff today and mail to you. Do you have a po box number?"
"HAM","Ok lor..."
"HAM","God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!"
"HAM","Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!"
"HAM","I'm not coming over, do whatever you want"
"HAM","I sent your maga that money yesterday oh."
"HAM","K, can I pick up another 8th when you're done?"
"HAM","Oops. 4 got that bit."
"HAM","Cause I'm not freaky lol"
"HAM","Hi dude hw r u da realy mising u today"
"SPAM","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
"HAM","Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time"
"HAM","Can u look 4 me in da lib i got stuff havent finish yet."
"HAM","88066 FROM 88066 LOST 3POUND HELP"
"HAM","Stupid.its not possible"
"HAM","HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX"
"HAM","Ok i shall talk to him"
"HAM","Also hi wesley how've you been"
"HAM","What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?"
"SPAM","Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL"
"HAM","I had it already..sabarish asked me to go.."
"HAM","ILL B DOWN SOON"
"HAM","Customer place i will call you"
"SPAM","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599"
"HAM","Ok cool. See ya then."
"HAM","u predict wat time u'll finish buying?"
"HAM","Nothing really, just making sure everybody's up to speed"
"HAM","Then cant get da laptop? My matric card wif u lei..."
"HAM","Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U... Gud night..swt dreams..take care"
"HAM","I'm at work. Please call"
"SPAM","Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv"
"HAM","I like to talk pa but am not able to. I dont know y."
"SPAM","Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082"
"HAM","Hey i'm bored... So i'm thinking of u... So wat r u doing?"
"HAM","Teach me apps da. When you come to college."
"HAM","No da if you run that it activate the full version da."
"HAM","aight we can pick some up, you open before tonight?"
"HAM","What happen dear tell me"
"SPAM","Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx"
"SPAM","New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
"HAM","An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)"
"HAM","Dunno lei... I thk mum lazy to go out... I neva ask her yet..."
"HAM","S but mostly not like that."
"HAM","Send me the new number"
"HAM","Ok Chinese food on its way. When I get fat you're paying for my lipo."
"SPAM","Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!"
"HAM","I am on the way to tirupur."
"HAM","No go. No openings for that room 'til after thanksgiving without an upcharge."
"HAM","Ard 6 like dat lor."
"HAM","K.k:)when are you going?"
"HAM","Im good! I have been thinking about you..."
"HAM","Awesome, text me when you're restocked"
"HAM","Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:"
"HAM","Get me out of this dump heap. My mom decided to come to lowes. BORING."
"HAM","Gr8. So how do you handle the victoria island traffic. Plus when's the album due"
"HAM","Are you sure you don't mean get here, we made you hold all the weed"
"HAM","All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?"
"HAM","I cant pick the phone right now. Pls send a message"
"HAM","I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that"
"HAM","Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema."
"HAM","Yo dude guess who just got arrested the other day"
"HAM","Never y lei... I v lazy... Got wat? Dat day u send me da url cant work one..."
"HAM","Forgot to tell u smth.. Can u like number the sections so that it's clearer.."
"HAM","No problem with the renewal. I.ll do it right away but i dont know his details."
"HAM","My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
"HAM","Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
"HAM","I can do that! I want to please you both inside and outside the bedroom..."
"SPAM","Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
"HAM","You are a big chic. Common. Declare"
"HAM","Tell your friends what you plan to do on Valentines day @ URL"
"HAM","I'm on da bus going home..."
"HAM","Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me."
"SPAM","Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
"HAM","K I'll head out in a few mins, see you there"
"HAM","Sure! I am driving but will reach my destination soon."
"HAM","Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?"
"HAM","I will send them to your email. Do you mind  #  times per night?"
"HAM","That sucks. I'll go over so u can do my hair. You'll do it free right?"
"HAM","K I'm ready,  # ?"
"HAM","Were gonna go get some tacos"
"HAM","I've reached sch already..."
"HAM","Ok no prob..."
"HAM","I think I€˜m waiting for the same bus! Inform me when you get there, if you ever get there."
"HAM","Send his number and give reply tomorrow morning for why you said that to him like that ok"
"HAM","My uncles in Atlanta. Wish you guys a great semester."
"HAM","Appt is at TIME am. Not my fault u don't listen. I told u twice"
"HAM","Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:"
"HAM","Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning."
"HAM","Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE"
"HAM","Not a drop in the tank"
"HAM","I can make it up there, squeezed  #  bucks out of my dad"
"HAM","Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
"HAM","I'm leaving my house now."
"HAM","Mum ask u to buy food home..."
"HAM","Short But Cute: Be a good person, but dont try to prove it.. .Gud noon...."
"SPAM","For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
"HAM","Are you wet right now?"
"HAM","I wonder if your phone battery went dead ? I had to tell you, I love you babe"
"SPAM","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
"HAM","We still on for tonight?"
"HAM","Gud mrng dear have a nice day"
"HAM","Water logging in desert. Geoenvironmental implications."
"HAM","I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
"HAM","When are you guys leaving?"
"HAM","Shall i come to get pickle"
"HAM","K... Must book a not huh? so going for yoga basic on sunday?"
"HAM","Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?"
"HAM","No da. . Vijay going to talk in jaya tv"
"SPAM","Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226."
"HAM","Do u noe wat time e place dat sells 4d closes?"
"HAM","Its ok my arm is feeling weak cuz i got a shot so we can go another time"
"HAM","Full heat pa:-) i have applyed oil pa."
"HAM","Come to medical college at 7pm ......forward it da"
"HAM","jay says he'll put in  #"
"HAM","Thanks for looking out for me. I really appreciate."
"HAM","Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply.."
"HAM","Only saturday and sunday holiday so its very difficult:)"
"HAM","Auntie huai juan never pick up her phone"
"HAM","Aight, I'll ask a few of my roommates"
"HAM","She.s find. I sent you an offline message to know how anjola's now."
"HAM","Yo do you know anyone  #  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night"
"HAM","Merry Christmas to you too babe, i love ya *kisses*"
"SPAM","Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg"
"HAM","Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso..."
"HAM","Sorry, got a late start, we're on the way"
"HAM","Sorry i'm not free..."
"HAM","* Was really good to see you the other day dudette, been missing you!"
"HAM","Ok..."
"HAM","Love you aathi..love u lot.."
"SPAM","U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599"
"HAM","Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
"HAM","Hope you are having a great day."
"HAM","Crucify is c not s. You should have told me earlier."
"HAM","He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh."
"HAM","Sorry sent blank msg again. Yup but trying 2 do some serious studying now."
"HAM","Dad says hurry the hell up"
"HAM","I cant pick the phone right now. Pls send a message"
"HAM","Who's there say hi to our drugdealer"
"HAM","Keep my payasam there if rinu brings"
"HAM","Takin a shower now but yeah I'll leave when I'm done"
"HAM","Then u drive lor."
"HAM","You need to get up. Now."
"HAM","I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon"
"HAM","Why is that, princess? I bet the brothas are all chasing you!"
"HAM","Fyi I'm gonna call you sporadically starting at like  #  bc we are not not doin this"
"HAM","Boo. How's things? I'm back at home and a little bored already :-("
"HAM","My sister going to earn more than me da."
"HAM","Aiyo please u got time meh."
"HAM","Aiyar sorry lor forgot 2 tell u..."
"HAM","Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
"HAM","Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today..."
"HAM","I am going to film 2day da. At 6pm. Sorry da."
"HAM","I'm always looking for an excuse to be in the city."
"HAM","Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?"
"SPAM","Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!"
"HAM","Yeah no probs - last night is obviously catching up with you... Speak soon"
"HAM","Good Morning plz call me sir"
